City,County,Type,Zip,latitude,longitude
Miami,Miami-Dade,Unique,33199,25.558428,-80.458168
Miami,Miami-Dade,Unique,33206,25.72,-80.26
Miami,Miami-Dade,P.O. Box,33222,25.93,-80.23
Miami,Miami-Dade,P.O. Box,33231,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33233,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33234,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33238,25.558428,-80.458168
Miami Beach,Miami-Dade,P.O. Box,33239,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33242,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33243,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33245,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33247,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33255,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33256,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33257,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33261,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33265,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33266,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33269,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33280,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33283,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33296,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33299,25.558428,-80.458168
Fort Lauderdale,Broward,Standard,33301,26.121114,-80.13187
Fort Lauderdale,Broward,P.O. Box,33302,26.145724,-80.448254
Fort Lauderdale,Broward,P.O. Box,33303,26.196911,-80.095165
Fort Lauderdale,Broward,Standard,33304,26.137693,-80.12646
Fort Lauderdale,Broward,Standard,33305,26.153728,-80.12606
Fort Lauderdale,Broward,Standard,33306,26.165212,-80.11379
Fort Lauderdale,Broward,P.O. Box,33307,26.145724,-80.448254
Fort Lauderdale,Broward,Standard,33308,26.191111,-80.10846
Fort Lauderdale,Broward,Standard,33309,26.185461,-80.17218
Fort Lauderdale,Broward,P.O. Box,33310,26.144263,-80.206919
Fort Lauderdale,Broward,Standard,33311,26.13883,-80.16865
Fort Lauderdale,Broward,Standard,33312,26.094665,-80.17987
Fort Lauderdale,Broward,Standard,33313,26.148613,-80.22446
Fort Lauderdale,Broward,Standard,33314,26.067966,-80.22016
Fort Lauderdale,Broward,Standard,33315,26.094385,-80.15422
Fort Lauderdale,Broward,Standard,33316,26.101114,-80.12931
Fort Lauderdale,Broward,Standard,33317,26.113664,-80.22376
Fort Lauderdale,Broward,P.O. Box,33318,26.11842,-80.251988
Fort Lauderdale,Broward,Standard,33319,26.183628,-80.22122
Fort Lauderdale,Broward,P.O. Box,33320,26.162462,-80.25822
Fort Lauderdale,Broward,Standard,33321,26.211122,-80.2631
Fort Lauderdale,Broward,Standard,33322,26.150863,-80.27284
Fort Lauderdale,Broward,Standard,33323,26.156854,-80.31408
Fort Lauderdale,Broward,Standard,33324,26.110631,-80.27469
Fort Lauderdale,Broward,Standard,33325,26.112924,-80.32097
Fort Lauderdale,Broward,Standard,33326,26.112366,-80.37697
Fort Lauderdale,Broward,Standard,33327,26.120134,-80.41441
Fort Lauderdale,Broward,Standard,33328,26.062016,-80.27202
Fort Lauderdale,Broward,P.O. Box,33329,26.145724,-80.448254
Fort Lauderdale,Broward,Standard,33330,26.05479,-80.31581
Fort Lauderdale,Broward,Standard,33331,26.056111,-80.36373
Fort Lauderdale,Broward,Standard,33332,26.049367,-80.40885
Fort Lauderdale,Broward,Standard,33334,26.182161,-80.13341
Fort Lauderdale,Broward,P.O. Box,33335,26.089215,-80.335973
Fort Lauderdale,Broward,Unique,33336,26.14,-80.13
Fort Lauderdale,Broward,Unique,33337,26.129013,-80.260071
Fort Lauderdale,Broward,P.O. Box,33338,26.145724,-80.448254
Fort Lauderdale,Broward,P.O. Box,33339,26.145724,-80.448254
Fort Lauderdale,Broward,P.O. Box,33340,26.145724,-80.448254
Fort Lauderdale,Broward,P.O. Box,33345,26.165424,-80.29589
Fort Lauderdale,Broward,P.O. Box,33346,26.145724,-80.448254
Fort Lauderdale,Broward,P.O. Box,33348,26.145724,-80.448254
Fort Lauderdale,Broward,P.O. Box,33349,26.145724,-80.448254
Fort Lauderdale,Broward,Standard,33351,26.179495,-80.27183
Fort Lauderdale,Broward,P.O. Box,33355,26.145724,-80.448254
Fort Lauderdale,Broward,P.O. Box,33359,26.145724,-80.448254
Plantation,Broward,Standard,33388,26.120714,-80.25326
Fort Lauderdale,Broward,Standard,33394,26.121364,-80.13916
West Palm Beach,Palm Beach,Standard,33401,26.711192,-80.06043
West Palm Beach,Palm Beach,P.O. Box,33402,26.645895,-80.430269
West Palm Beach,Palm Beach,Standard,33403,26.802139,-80.07032
West Palm Beach,Palm Beach,Standard,33404,26.782114,-80.06528
West Palm Beach,Palm Beach,Standard,33405,26.669744,-80.0585
West Palm Beach,Palm Beach,Standard,33406,26.659294,-80.09118
West Palm Beach,Palm Beach,Standard,33407,26.750991,-80.07296
North Palm Beach,Palm Beach,Standard,33408,26.840684,-80.06312
West Palm Beach,Palm Beach,Standard,33409,26.709575,-80.09443
Palm Beach Gardens,Palm Beach,Standard,33410,26.839588,-80.08824
West Palm Beach,Palm Beach,Standard,33411,26.719596,-80.22077
West Palm Beach,Palm Beach,Standard,33412,26.795367,-80.24044
West Palm Beach,Palm Beach,Standard,33413,26.668944,-80.14721
Wellington,Palm Beach,Standard,33414,26.65671,-80.25377
West Palm Beach,Palm Beach,Standard,33415,26.659344,-80.12704
West Palm Beach,Palm Beach,P.O. Box,33416,26.665394,-80.092864
West Palm Beach,Palm Beach,Standard,33417,26.715596,-80.1262
Palm Beach Gardens,Palm Beach,Standard,33418,26.877984,-80.16052
West Palm Beach,Palm Beach,P.O. Box,33419,26.645895,-80.430269
West Palm Beach,Palm Beach,P.O. Box,33420,26.645895,-80.430269
Royal Palm Beach,Palm Beach,P.O. Box,33421,26.645895,-80.430269
West Palm Beach,Palm Beach,P.O. Box,33422,26.645895,-80.430269
Boynton Beach,Palm Beach,P.O. Box,33424,26.645895,-80.430269
Boynton Beach,Palm Beach,P.O. Box,33425,26.645895,-80.430269
Boynton Beach,Palm Beach,Standard,33426,26.529581,-80.08226
Boca Raton,Palm Beach,P.O. Box,33427,26.375954,-80.10717
Boca Raton,Palm Beach,Standard,33428,26.348354,-80.21841
Boca Raton,Palm Beach,P.O. Box,33429,26.645895,-80.430269
Belle Glade,Palm Beach,Standard,33430,26.685125,-80.66279
Boca Raton,Palm Beach,Standard,33431,26.381304,-80.09623
Boca Raton,Palm Beach,Standard,33432,26.347305,-80.08552
Boca Raton,Palm Beach,Standard,33433,26.347711,-80.15648
Boca Raton,Palm Beach,Standard,33434,26.382408,-80.16699
Boynton Beach,Palm Beach,Standard,33435,26.524549,-80.06321
Boynton Beach,Palm Beach,Standard,33436,26.530144,-80.10461
Boynton Beach,Palm Beach,Standard,33437,26.522249,-80.15031
Canal Point,Palm Beach,Standard,33438,26.900359,-80.60368
Clewiston,Hendry,Standard,33440,26.714088,-80.9973
Deerfield Beach,Broward,Standard,33441,26.309657,-80.09541
Deerfield Beach,Broward,Standard,33442,26.309757,-80.14548
Deerfield Beach,Broward,P.O. Box,33443,26.145724,-80.448254
Delray Beach,Palm Beach,Standard,33444,26.460951,-80.07891
Delray Beach,Palm Beach,Standard,33445,26.459571,-80.10582
Delray Beach,Palm Beach,Standard,33446,26.452473,-80.16509
Delray Beach,Palm Beach,P.O. Box,33448,26.645895,-80.430269
Lake Worth,Palm Beach,Standard,33449,26.58,-80.22
Greenacres,Palm Beach,P.O. Box,33454,26.645895,-80.430269
Hobe Sound,Martin,Standard,33455,27.076516,-80.14697
Jupiter,Palm Beach,Standard,33458,26.928035,-80.11803
Lake Harbor,Palm Beach,P.O. Box,33459,26.645895,-80.430269
Lake Worth,Palm Beach,Standard,33460,26.619695,-80.05676
Lake Worth,Palm Beach,Standard,33461,26.621145,-80.08976
Lake Worth,Palm Beach,Standard,33462,26.579714,-80.07437
Lake Worth,Palm Beach,Standard,33463,26.609226,-80.12874
Boca Raton,Palm Beach,Unique,33464,26.645895,-80.430269
Lake Worth,Palm Beach,P.O. Box,33465,26.628272,-80.132569
Lake Worth,Palm Beach,P.O. Box,33466,26.645895,-80.430269
Lake Worth,Palm Beach,Standard,33467,26.601937,-80.17921
Jupiter,Palm Beach,P.O. Box,33468,26.645895,-80.430269
Jupiter,Palm Beach,Standard,33469,26.968795,-80.0994
Loxahatchee,Palm Beach,Standard,33470,26.751094,-80.30156
Moore Haven,Glades,Standard,33471,26.844989,-81.1105
Boynton Beach,Palm Beach,Standard,33472,26.53,-80.19
Boynton Beach,Palm Beach,Standard,33473,26.49,-80.19
Boynton Beach,Palm Beach,P.O. Box,33474,26.645895,-80.430269
Hobe Sound,Martin,P.O. Box,33475,27.110182,-80.454196
Pahokee,Palm Beach,Standard,33476,26.817786,-80.65425
Jupiter,Palm Beach,Standard,33477,26.924709,-80.08119
Jupiter,Palm Beach,Standard,33478,26.925835,-80.21526
Palm Beach,Palm Beach,Standard,33480,26.715067,-80.03937
Boca Raton,Palm Beach,P.O. Box,33481,26.645895,-80.430269
Delray Beach,Palm Beach,P.O. Box,33482,26.645895,-80.430269
Delray Beach,Palm Beach,Standard,33483,26.465051,-80.06517
Delray Beach,Palm Beach,Standard,33484,26.458152,-80.1356
Boca Raton,Palm Beach,Standard,33486,26.344955,-80.11226
Boca Raton,Palm Beach,Standard,33487,26.409953,-80.08841
Boca Raton,Palm Beach,P.O. Box,33488,26.645895,-80.430269
South Bay,Palm Beach,Standard,33493,26.663097,-80.71827
Boca Raton,Palm Beach,Standard,33496,26.404353,-80.1627
Boca Raton,Palm Beach,P.O. Box,33497,26.645895,-80.430269
Boca Raton,Palm Beach,Standard,33498,26.391346,-80.21824
Boca Raton,Palm Beach,Unique,33499,26.645895,-80.430269
Balm,Hillsborough,P.O. Box,33503,27.764761,-82.273409
Brandon,Hillsborough,P.O. Box,33508,27.94,-82.29
Brandon,Hillsborough,P.O. Box,33509,28.119579,-82.451959
Brandon,Hillsborough,Standard,33510,27.953801,-82.29748
Brandon,Hillsborough,Standard,33511,27.911201,-82.2948
Bushnell,Sumter,Standard,33513,28.663132,-82.14042
Center Hill,Sumter,Standard,33514,28.654412,-81.98278
Coleman,Sumter,P.O. Box,33521,28.805331,-82.07371
Dade City,Pasco,Standard,33523,28.433019,-82.19736
Crystal Springs,Pasco,P.O. Box,33524,28.182209,-82.152341
Dade City,Pasco,Standard,33525,28.346914,-82.20293
Dade City,Pasco,P.O. Box,33526,28.310134,-82.247783
Dover,Hillsborough,Standard,33527,27.98706,-82.21357
Durant,Hillsborough,P.O. Box,33530,27.906823,-82.176749
Gibsonton,Hillsborough,Standard,33534,27.837894,-82.37407
Lacoochee,Pasco,P.O. Box,33537,28.324796,-82.481766
Lake Panasoffkee,Sumter,Standard,33538,28.835261,-82.14818
Zephyrhills,Pasco,P.O. Box,33539,28.21305,-82.16568
Zephyrhills,Pasco,Standard,33540,28.235313,-82.16868
Zephyrhills,Pasco,Standard,33541,28.234624,-82.20022
Zephyrhills,Pasco,Standard,33542,28.238489,-82.181913
Wesley Chapel,Pasco,Standard,33543,28.187356,-82.31601
Wesley Chapel,Pasco,Standard,33544,28.26658,-82.34222
Wesley Chapel,Pasco,Standard,33545,28.28,-82.29
Lithia,Hillsborough,Standard,33547,27.788498,-82.1508
Lutz,Hillsborough,Standard,33548,27.871964,-82.438841
Lutz,Hillsborough,Standard,33549,28.142694,-82.46629
Mango,Hillsborough,P.O. Box,33550,27.871964,-82.438841
Odessa,Hillsborough,Standard,33556,28.143377,-82.59054
Lutz,Hillsborough,Standard,33558,28.157704,-82.514615
Lutz,Hillsborough,Standard,33559,28.156536,-82.415275
Plant City,Hillsborough,Standard,33563,28.016971,-82.128584
Plant City,Hillsborough,P.O. Box,33564,28.029627,-82.134741
Plant City,Hillsborough,Standard,33565,28.065552,-82.14506
Plant City,Hillsborough,Standard,33566,28.013755,-82.11685
Plant City,Hillsborough,Standard,33567,27.982949,-82.14539
Riverview,Hillsborough,P.O. Box,33568,27.871964,-82.438841
Riverview,Hillsborough,Standard,33569,27.847802,-82.31799
Ruskin,Hillsborough,Standard,33570,27.703801,-82.44385
Sun City Center,Hillsborough,P.O. Box,33571,27.720111,-82.453041
Apollo Beach,Hillsborough,Standard,33572,27.771988,-82.41078
Sun City Center,Hillsborough,Standard,33573,27.713353,-82.35965
Saint Leo,Pasco,P.O. Box,33574,28.334752,-82.269323
Ruskin,Hillsborough,P.O. Box,33575,27.72,-82.43
San Antonio,Pasco,Standard,33576,28.331979,-82.28877
Riverview,Hillsborough,Standard,33578,28.331186,-82.252917
Riverview,Hillsborough,Standard,33579,27.79,-82.29
Seffner,Hillsborough,P.O. Box,33583,27.871964,-82.438841
Seffner,Hillsborough,Standard,33584,27.987925,-82.28819
Sumterville,Sumter,Standard,33585,28.754347,-82.06126
Sun City,Hillsborough,P.O. Box,33586,27.871964,-82.438841
Sydney,Hillsborough,P.O. Box,33587,27.871964,-82.438841
Thonotosassa,Hillsborough,Standard,33592,28.077843,-82.29837
Trilby,Pasco,P.O. Box,33593,28.324796,-82.481766
Valrico,Hillsborough,Standard,33594,27.911226,-82.24508
Valrico,Hillsborough,P.O. Box,33595,27.871964,-82.438841
Valrico,Hillsborough,Standard,33596,27.88,-82.24
Webster,Sumter,Standard,33597,28.568393,-82.15053
Wimauma,Hillsborough,Standard,33598,27.693924,-82.32758
Tampa,Hillsborough,P.O. Box,33601,27.996097,-82.582035
Tampa,Hillsborough,Standard,33602,27.956149,-82.45723
Tampa,Hillsborough,Standard,33603,27.984198,-82.4627
Tampa,Hillsborough,Standard,33604,28.016846,-82.4566
Tampa,Hillsborough,Standard,33605,27.963849,-82.43193
Tampa,Hillsborough,Standard,33606,27.936799,-82.46911
Tampa,Hillsborough,Standard,33607,27.963798,-82.49537
Tampa,Hillsborough,P.O. Box,33608,27.84343,-82.488413
Tampa,Hillsborough,Standard,33609,27.943549,-82.50656
Tampa,Hillsborough,Standard,33610,27.993498,-82.40914
Tampa,Hillsborough,Standard,33611,27.891151,-82.50581
Tampa,Hillsborough,Standard,33612,28.048595,-82.45171
Tampa,Hillsborough,Standard,33613,28.077994,-82.44989
Tampa,Hillsborough,Standard,33614,28.006247,-82.50632
Tampa,Hillsborough,Standard,33615,28.005446,-82.57776
Tampa,Hillsborough,Standard,33616,27.869251,-82.52226
Tampa,Hillsborough,Standard,33617,28.039096,-82.39371
Tampa,Hillsborough,Standard,33618,28.071502,-82.49392
Tampa,Hillsborough,Standard,33619,27.94605,-82.37525
Tampa,Hillsborough,Unique,33620,28.062961,-82.41314
Tampa,Hillsborough,Standard,33621,27.855078,-82.52464
Tampa,Hillsborough,P.O. Box,33622,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33623,27.871964,-82.438841
Tampa,Hillsborough,Standard,33624,28.07506,-82.52355
Tampa,Hillsborough,Standard,33625,28.069755,-82.55734
Tampa,Hillsborough,Standard,33626,28.052799,-82.61135
Tampa,Hillsborough,Standard,33629,27.92085,-82.50916
Tampa,Hillsborough,P.O. Box,33630,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33631,27.871964,-82.438841
Tampa,Hillsborough,Unique,33633,27.871964,-82.438841
Tampa,Hillsborough,Standard,33634,28.005497,-82.54936
Tampa,Hillsborough,Standard,33635,28.031088,-82.60593
Tampa,Hillsborough,Standard,33637,28.038324,-82.36289
Tampa,Hillsborough,P.O. Box,33646,27.95,-82.45
Tampa,Hillsborough,Standard,33647,28.127973,-82.36123
Tampa,Hillsborough,Unique,33650,27.871964,-82.438841
Tampa,Hillsborough,Unique,33655,27.871964,-82.438841
Tampa,Hillsborough,Unique,33660,27.871964,-82.438841
Tampa,Hillsborough,Unique,33661,27.871964,-82.438841
Tampa,Hillsborough,Unique,33662,27.871964,-82.438841
Tampa,Hillsborough,Unique,33663,27.871964,-82.438841
Tampa,Hillsborough,Unique,33664,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33672,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33673,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33674,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33675,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33677,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33679,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33680,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33681,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33682,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33684,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33685,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33686,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33687,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33688,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33689,27.871964,-82.438841
Tampa,Hillsborough,P.O. Box,33694,27.871964,-82.438841
Saint Petersburg,Pinellas,Standard,33701,27.770955,-82.63931
Saint Petersburg,Pinellas,Standard,33702,27.843052,-82.6449
Saint Petersburg,Pinellas,Standard,33703,27.816977,-82.62795
Saint Petersburg,Pinellas,Standard,33704,27.796454,-82.63751
Saint Petersburg,Pinellas,Standard,33705,27.741306,-82.64349
Saint Petersburg,Pinellas,Standard,33706,27.741505,-82.75179
Saint Petersburg,Pinellas,Standard,33707,27.756505,-82.71764
Saint Petersburg,Pinellas,Standard,33708,27.811626,-82.79321
Saint Petersburg,Pinellas,Standard,33709,27.815953,-82.72865
Saint Petersburg,Pinellas,Standard,33710,27.788637,-82.72244
Saint Petersburg,Pinellas,Standard,33711,27.750655,-82.6882
Saint Petersburg,Pinellas,Standard,33712,27.745355,-82.66572
Saint Petersburg,Pinellas,Standard,33713,27.787904,-82.68039
Saint Petersburg,Pinellas,Standard,33714,27.817323,-82.67612
Saint Petersburg,Pinellas,Standard,33715,27.68301,-82.72096
Saint Petersburg,Pinellas,Standard,33716,27.874324,-82.64515
Saint Petersburg,Pinellas,Unique,33729,27.881909,-82.664359
Saint Petersburg,Pinellas,Standard,33730,27.891809,-82.724763
Saint Petersburg,Pinellas,P.O. Box,33731,27.891809,-82.724763
Saint Petersburg,Pinellas,P.O. Box,33732,27.891809,-82.724763
Saint Petersburg,Pinellas,P.O. Box,33733,27.925755,-82.75211
Saint Petersburg,Pinellas,P.O. Box,33734,27.891809,-82.724763
Saint Petersburg,Pinellas,P.O. Box,33736,27.891809,-82.724763
Saint Petersburg,Pinellas,P.O. Box,33738,27.891809,-82.724763
Saint Petersburg,Pinellas,P.O. Box,33740,27.891809,-82.724763
Saint Petersburg,Pinellas,P.O. Box,33741,27.891809,-82.724763
Saint Petersburg,Pinellas,P.O. Box,33742,27.891809,-82.724763
Saint Petersburg,Pinellas,P.O. Box,33743,27.891809,-82.724763
Bay Pines,Pinellas,P.O. Box,33744,27.891809,-82.724763
Saint Petersburg,Pinellas,P.O. Box,33747,27.891809,-82.724763
Clearwater,Pinellas,Standard,33755,27.979114,-82.78166
Clearwater,Pinellas,Standard,33756,27.944631,-82.78702
Clearwater,Pinellas,P.O. Box,33757,27.891809,-82.724763
Clearwater,Pinellas,P.O. Box,33758,27.891809,-82.724763
Clearwater,Pinellas,Standard,33759,27.980297,-82.71645
Clearwater,Pinellas,Standard,33760,27.90802,-82.71365
Clearwater,Pinellas,Standard,33761,28.032827,-82.72596
Clearwater,Pinellas,Standard,33762,27.883118,-82.68389
Clearwater,Pinellas,Standard,33763,28.001394,-82.74549
Clearwater,Pinellas,Standard,33764,27.932797,-82.74115
Clearwater,Pinellas,Standard,33765,27.971362,-82.74482
Clearwater,Pinellas,P.O. Box,33766,27.891809,-82.724763
Clearwater Beach,Pinellas,Standard,33767,27.982722,-82.82504
Clearwater,Pinellas,Unique,33769,27.891809,-82.724763
Largo,Pinellas,Standard,33770,27.916149,-82.80122
Largo,Pinellas,Standard,33771,27.906088,-82.7553
Seminole,Pinellas,Standard,33772,27.843349,-82.79307
Largo,Pinellas,Standard,33773,27.883188,-82.75633
Largo,Pinellas,Standard,33774,27.885283,-82.82607
Seminole,Pinellas,P.O. Box,33775,27.891809,-82.724763
Seminole,Pinellas,Standard,33776,27.853151,-82.82712
Seminole,Pinellas,Standard,33777,27.851052,-82.76111
Largo,Pinellas,Standard,33778,27.885344,-82.79594
Largo,Pinellas,P.O. Box,33779,27.839698,-82.772483
Pinellas Park,Pinellas,P.O. Box,33780,27.891809,-82.724763
Pinellas Park,Pinellas,Standard,33781,27.839802,-82.71094
Pinellas Park,Pinellas,Standard,33782,27.861925,-82.71145
Saint Petersburg,Pinellas,P.O. Box,33784,27.891809,-82.724763
Indian Rocks Beach,Pinellas,Standard,33785,27.887923,-82.84703
Belleair Beach,Pinellas,Standard,33786,27.924748,-82.83937
Lakeland,Polk,Standard,33801,28.041198,-81.92392
Lakeland,Polk,P.O. Box,33802,28.020992,-81.985185
Lakeland,Polk,Standard,33803,28.015032,-81.95206
Lakeland,Polk,P.O. Box,33804,28.002553,-81.61864
Lakeland,Polk,Standard,33805,28.071564,-81.95802
Lakeland,Polk,P.O. Box,33806,28.002553,-81.61864
Lakeland,Polk,P.O. Box,33807,28.002553,-81.61864
Lakeland,Polk,Standard,33809,28.128494,-81.95625
Lakeland,Polk,Standard,33810,28.106787,-82.01033
Lakeland,Polk,Standard,33811,27.978316,-82.00841
Lakeland,Polk,Standard,33812,27.97,-81.89
Lakeland,Polk,Standard,33813,27.965469,-81.92215
Lakeland,Polk,Standard,33815,28.042948,-81.9849
Alturas,Polk,P.O. Box,33820,28.002553,-81.61864
Auburndale,Polk,Standard,33823,28.068865,-81.80267
Avon Park,Highlands,Standard,33825,27.60047,-81.50932
Avon Park,Highlands,P.O. Box,33826,27.339483,-81.252872
Babson Park,Polk,Standard,33827,27.826864,-81.53291
Bartow,Polk,Standard,33830,27.894991,-81.82638
Bartow,Polk,P.O. Box,33831,27.955426,-81.951673
Bowling Green,Hardee,Standard,33834,27.613064,-81.93581
Bradley,Polk,P.O. Box,33835,27.710056,-81.95196
